what,kind,bundleId,bundleVersion,description,time
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269707426265
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1269707428328
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269707430796
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269707431046
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269707431984
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269707445281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269707449156
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269707454234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269707457500
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269707461937
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269707475593
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269707475625
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269707475625
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1269707476703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269707480125
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269707482796
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269707484296
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269707484343
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269707486781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269707490093
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1269707492328
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1269707504015
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1269707504062
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269707525671
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1269707525671
