what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269704508609
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1269704524375
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1269704524484
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269704534156
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269704539875
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1269704540843
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269704540875
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269704541156
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1269704596046
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1269704604890
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1269704613890
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269704668578
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269704672546
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269704674671
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1269704689718
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269704693906
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269704768546
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.properties",1269704768578
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269704770046
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269704772734
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269704774437
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269704778328
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269704779156
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1269704802421
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269704842265
