what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725106136
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269725119105
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269725120293
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1269725121761
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725124839
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725126652
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725136652
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725137902
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269725137918
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1269725138683
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269725140371
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725140699
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725141449
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269725157855
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1269725163355
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725168964
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725170652
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.cleanAction",1269725170668
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725195855
started,bundle,org.eclipse.cdt.managedbuilder.ui,5.1.0.200909110608,"org.eclipse.cdt.managedbuilder.ui",1269725198464
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725219777
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.properties",1269725219808
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAutomatically",1269725224105
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725225589
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269725227605
