what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269696110087
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269696116650
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269696167540
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.properties",1269696167556
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1269696171478
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1269696171525
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269696175947
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269696181462
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269696182165
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1269696182181
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269696182259
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1269696187619
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1269696189572
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1269696194384
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1269696197290
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1269696199775
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1269696201650
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269696222415
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269696224447
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269696225212
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269696227837
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1269696245712
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1269696250634
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269696256212
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269696262931
